Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;industry;Summary Quote
MD;Mednax, Inc;53.74;5405576871.64;n/a;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/md
MDT;Medtronic, Inc.;57.09;56995815429.96;n/a;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/mdt
MW;"Men&#39;s Wearhouse, Inc. (The)";46.79;2220896333.68;n/a;n/a;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/mw
MRK;Merck & Company, Inc.;52.87;154482379621.25;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/mrk
MCY;Mercury General Corporation;46.46;2553459812.32;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/mcy
MDP;Meredith Corporation;44.49;1988842164.72;n/a;n/a;Consumer Services;Newspapers/Magazines;http://www.nasdaq.com/symbol/mdp
MTH;Meritage Corporation;47.23;1711807473.33;n/a;n/a;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/mth
MTOR;Meritor, Inc.;9.63;941404108.68;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/mtor
MER^D;Merrill Lynch & Co., Inc.;25.4126;0;n/a;n/a;Finance;Finance/Investors Services;http://www.nasdaq.com/symbol/mer^d
MER^E;Merrill Lynch & Co., Inc.;25.38;0;n/a;n/a;Finance;Finance/Investors Services;http://www.nasdaq.com/symbol/mer^e
MER^F;Merrill Lynch & Co., Inc.;25.36;0;n/a;n/a;Finance;Finance/Investors Services;http://www.nasdaq.com/symbol/mer^f
MER^K;Merrill Lynch & Co., Inc.;24.92;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mer^k
MER^M;Merrill Lynch & Co., Inc.;24.98;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mer^m
MER^P;Merrill Lynch & Co., Inc.;25.48;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mer^p
PIY;Merrill Lynch Depositor, Inc.;25.35;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/piy
PKH;Merrill Lynch Depositor, Inc.;25.46;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/pkh
PYY;Merrill Lynch Depositor, Inc.;24.27;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/pyy
PZB;Merrill Lynch Depositor, Inc.;24.64;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/pzb
MTR;Mesa Royalty Trust;22.7432;42384000.088;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/mtr
MSB;Mesabi Trust;21.28;279193812.8;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/msb
MEI;Methode Electronics, Inc.;33.43;1249691559.34;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/mei
MET;MetLife, Inc.;49.63;55638039653.56;n/a;2000;Finance;Life Insurance;http://www.nasdaq.com/symbol/met
MET^A;MetLife, Inc.;22.34;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/met^a
MET^B;MetLife, Inc.;25;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/met^b
MLG;MetLife, Inc.;25.03;0;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/mlg
MLU;MetLife, Inc.;29.52;0;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/mlu
MTD;Mettler-Toledo International, Inc.;248.63;7380904520.37;n/a;1997;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/mtd
MXE;Mexico Equity and Income Fund, Inc. (The);14.475;88346830.8;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mxe
MXF;Mexico Fund, Inc. (The);28.07;395340322.09;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mxf
MFA;MFA Financial, Inc.;7.24;2651379723.56;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/mfa
MFA^B;MFA Financial, Inc.;21.71;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mfa^b
MFO;MFA Financial, Inc.;25.95;0;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/mfo
MIL;MFC Industrial Ltd.;7.76;487541415.52;n/a;n/a;Consumer Durables;Steel/Iron Ore;http://www.nasdaq.com/symbol/mil
MCR;MFS Charter Income Trust;9.01;494533005.26;n/a;1989;n/a;n/a;http://www.nasdaq.com/symbol/mcr
MGF;MFS Government Markets Income Trust;5.79;188760467.43;n/a;1987;n/a;n/a;http://www.nasdaq.com/symbol/mgf
MIN;MFS Intermediate Income Trust;5.26;620288840.1;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/min
MMT;MFS Multimarket Income Trust;6.43;503971208.72;n/a;1987;n/a;n/a;http://www.nasdaq.com/symbol/mmt
MFM;MFS Municipal Income Trust;6.32;260305827.92;n/a;1986;n/a;n/a;http://www.nasdaq.com/symbol/mfm
MFV;MFS Special Value Trust;7.07;49451800.79;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mfv
MTG;MGIC Investment Corporation;8.76;2958761560.44;n/a;1991;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/mtg
MGM;MGM Resorts International;24.05;11786095140.3;n/a;n/a;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/mgm
KORS;Michael Kors Holdings Limited;81.85;16685168990.8;n/a;2011;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/kors
MAA;Mid-America Apartment Communities, Inc.;62.82;4697442705.78;n/a;1994;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/maa
MEP;Midcoast Energy Partners, L.P.;20.71;468254259.76;n/a;2013;Public Utilities;Oil & Gas Production;http://www.nasdaq.com/symbol/mep
MSL;MidSouth Bancorp;16.38;184366121.94;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/msl
MPO;Midstates Petroleum Company, Inc.;5.93;405652027.5;n/a;2012;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/mpo
MM;Millennial Media, Inc.;8.37;888993619.74;n/a;2012;Technology;Advertising;http://www.nasdaq.com/symbol/mm
MILL;Miller Energy Resources, Inc.;7.94;353526745.26;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/mill
MILL^C;Miller Energy Resources, Inc.;25.84;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mill^c
MILL^D;Miller Energy Resources, Inc.;23.5;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mill^d
MLR;Miller Industries, Inc.;18.43;207322368.97;n/a;n/a;Capital Goods;Construction/Ag Equipment/Trucks;http://www.nasdaq.com/symbol/mlr
MR;Mindray Medical International Limited;35.48;4250516879.24;n/a;2006;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/mr
MSA;Mine Safety Appliances Company;52.2;1941344622;n/a;n/a;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/msa
MTX;Minerals Technologies Inc.;55.79;1920908614.24;n/a;1992;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/mtx
MP^D;Mississippi Power Company;24.8132;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mp^d
MG;Mistras Group Inc;24.08;683459052.08;n/a;2009;Consumer Services;Military/Government/Technical;http://www.nasdaq.com/symbol/mg
MTU;Mitsubishi UFJ Financial Group Inc;6.23;88135930768.55;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/mtu
MIXT;MiX Telematics Limited;12.72;335299200;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mixt
MFG;Mizuho Financial Group, Inc.;4.33;52359604450.66;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/mfg
MBT;Mobile TeleSystems OJSC;17.81;17711325262.28;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/mbt
MODN;Model N, Inc.;10.26;243507741.48;n/a;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/modn
MOD;Modine Manufacturing Company;11.04;525226884.96;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/mod
MHK;Mohawk Industries, Inc.;142.6;10356302611.8;n/a;n/a;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/mhk
MOH;Molina Healthcare Inc;35.98;1646459192;n/a;2003;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/moh
TAP;Molson Coors Brewing  Company;54.7;8715365440.8;n/a;n/a;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/tap
TAP/A;Molson Coors Brewing  Company;54.4;0;n/a;n/a;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/tap/a
MCP;Molycorp, Inc;4.95;1189855977.75;n/a;2010;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/mcp
MCP^A;Molycorp, Inc;11.1775;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mcp^a
MNR;Monmouth Real Estate Investment Corporation;9.13;414825065.05;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/mnr
MNR^A;Monmouth Real Estate Investment Corporation;24.8;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mnr^a
MNR^B;Monmouth Real Estate Investment Corporation;25.1999;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mnr^b
MON;Monsanto Company;108.02;56697181025.98;n/a;n/a;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/mon
MWW;Monster Worldwide, Inc.;6.27;657552481.08;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/mww
MTS;Montgomery Street Income Securities, Inc.;15.8126;163971522.905;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mts
MRH;Montpelier Re Holdings Ltd.;27.8;1374506226;n/a;2002;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/mrh
MRH^A;Montpelier Re Holdings Ltd.;26.44;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mrh^a
MCO;"Moody&#39;s Corporation";74.7;16067970000;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/mco
MOG/A;Moog Inc.;62.03;0;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mog/a
MOG/B;Moog Inc.;62.92;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mog/b
MS;Morgan Stanley;30.13;58793886854.6;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/ms
MS^A;Morgan Stanley;19.15;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ms^a
MS^E;Morgan Stanley;26;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ms^e
MS^F;Morgan Stanley;25.33;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ms^f
MSJ;Morgan Stanley;24.97;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/msj
MSK;Morgan Stanley;24.84;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/msk
MSZ;Morgan Stanley;24.98;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/msz
MWG;Morgan Stanley;24.67;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/mwg
MWO;Morgan Stanley;23.61;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/mwo
MWR;Morgan Stanley;24.81;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/mwr
APF;Morgan Stanley Asia-Pacific Fund, Inc.;15.8;293849822;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/apf
CAF;Morgan Stanley China A Share Fund Inc.;22.28;487519040.2;n/a;2006;n/a;n/a;http://www.nasdaq.com/symbol/caf
RNE;Morgan Stanley Eastern Europe Fund, Inc.;18.936;65389605.84;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/rne
MSD;Morgan Stanley Emerging Markets Debt Fund, Inc.;9.41;222730333.76;n/a;1993;n/a;n/a;http://www.nasdaq.com/symbol/msd
EDD;Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.;12.13;878594531.68;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/edd
MSF;Morgan Stanley Emerging Markets Fund, Inc.;14.32;209014720;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/msf
IIF;Morgan Stanley India Investment Fund, Inc.;16.39;292310913.29;n/a;1994;n/a;n/a;http://www.nasdaq.com/symbol/iif
MOS;Mosaic Company (The);45.15;19233022690.35;n/a;n/a;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/mos
MSI;Motorola Solutions, Inc.;64.34;16645570549.86;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/msi
MOV;Movado Group Inc.;39.2;995879959.2;n/a;n/a;Consumer Non-Durables;Consumer Specialties;http://www.nasdaq.com/symbol/mov
MPLX;MPLX LP;46.33;3423927379.9;n/a;2012;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/mplx
MRC;MRC Global Inc.;28.49;2898977927.23;n/a;2012;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mrc
ICB;MS Income Securities, Inc.;17.05;153940085.2;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/icb
HJN;MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14;24.0201;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/hjn
HJV;MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14;15.71;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/hjv
HJJ;MS Structured Asset Corp SATURNS Goldman Sachs;24.522;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/hjj
HJR;MS Structured Asset Corp.;24.91;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/hjr
MSM;MSC Industrial Direct Company, Inc.;84.45;5247508328.1;n/a;1995;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/msm
MSCI;MSCI Inc;42.34;5013222184.5;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/msci
MLI;Mueller Industries, Inc.;60.76;1717940452.76;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/mli
MWA;MUELLER WATER PRODUCTS;8.75;1390392937.5;n/a;2006;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/mwa
MUR;Murphy Oil Corporation;61.17;11437726253.7;n/a;n/a;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/mur
MUSA;Murphy USA Inc.;39.49;1845893548.84;n/a;2013;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/musa
MVO;MV Oil Trust;24.07;276805000;n/a;2007;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/mvo
MVC;MVC Capital, Inc.;14.34;324337645.92;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mvc
MVCB;MVC Capital, Inc.;25.17;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mvcb
MYE;Myers Industries, Inc.;18.87;639074667.84;n/a;n/a;Consumer Non-Durables;Plastic Products;http://www.nasdaq.com/symbol/mye
NBR;Nabors Industries Ltd.;17.13;5056198136.58;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/nbr
NC;NACCO Industries, Inc.;58.59;463199240.07;n/a;n/a;Capital Goods;Construction/Ag Equipment/Trucks;http://www.nasdaq.com/symbol/nc
NTE;Nam Tai Electronics, Inc.;5.93;265686148.55;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/nte
NBHC;National Bank Holdings Corporation;20.64;938165627.04;n/a;2012;Finance;Major Banks;http://www.nasdaq.com/symbol/nbhc
NBG;National Bank of Greece SA;4.48;1073600976;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/nbg
NBG^A;National Bank of Greece SA;15.0542;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nbg^a
NFG;National Fuel Gas Company;73.29;6137734225.98;n/a;n/a;Public Utilities;Oil/Gas Transmission;http://www.nasdaq.com/symbol/nfg
NGG;National Grid Transco, PLC;64.86;48389362806.66;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/ngg
NHI;National Health Investors, Inc.;62.61;2069334129.36;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/nhi
NOV;National Oilwel Varcol, Inc.;73.31;31384024782.28;n/a;n/a;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/nov
NPK;National Presto Industries, Inc.;76.67;529055201.4;n/a;n/a;Capital Goods;Ordnance And Accessories;http://www.nasdaq.com/symbol/npk
NNN;National Retail Properties;32.92;4011551764.04;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/nnn
NNN^D;National Retail Properties;23.72;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnn^d
NNN^E;National Retail Properties;20.42;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nnn^e
SID;National Steel Company;4.82;7027415920.56;n/a;n/a;Capital Goods;Steel/Iron Ore;http://www.nasdaq.com/symbol/sid
NSM;Nationstar Mortgage Holdings Inc.;29.22;2639923853.4;n/a;2012;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/nsm
NW^C;Natl Westminster Pfd;25.35;0;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/nw^c
NGS;Natural Gas Services Group, Inc.;27.74;344109235.22;n/a;2002;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/ngs
NGVC;Natural Grocers by Vitamin Cottage, Inc.;34.75;779873017.75;n/a;2012;Consumer Services;Food Chains;http://www.nasdaq.com/symbol/ngvc
NRP;Natural Resource Partners LP;15.43;1694405455.44;n/a;2002;Energy;Coal Mining;http://www.nasdaq.com/symbol/nrp
NTZ;Natuzzi, S.p.A.;2.56;140423795.2;n/a;1993;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/ntz
NLS;Nautilus Group, Inc. (The);8.82;274766425.92;n/a;n/a;Consumer Non-Durables;Recreational Products/Toys;http://www.nasdaq.com/symbol/nls
NCI;Navigant Consulting, Inc.;18.19;899896371.22;n/a;n/a;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/nci
NVGS;Navigator Holdings Ltd.;23.24;1285794832;n/a;2013;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/nvgs
NNA;Navios Maritime Acquisition Corporation;4.43;596344193.06;n/a;n/a;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/nna
NM;Navios Maritime Holdings Inc.;9.44;975853316.48;n/a;n/a;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/nm
NMM;Navios Maritime Partners LP;18.8;1335442264.4;n/a;2007;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/nmm
NAV;Navistar International Corporation;32.49;2639553327.27;n/a;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/nav
NAV^D;Navistar International Corporation;10.73;0;n/a;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/nav^d
NCS;NCI Building Systems, Inc.;19.19;1434228168.9;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/ncs
NCR;NCR Corporation;35.43;5895552000;n/a;n/a;Miscellaneous;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/ncr
NP;Neenah Paper, Inc.;42.82;693684000;n/a;n/a;Basic Industries;Paper;http://www.nasdaq.com/symbol/np
NNI;Nelnet, Inc.;37.15;1722564810.2;n/a;2003;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/nni
NPTN;NeoPhotonics Corporation;6.61;206600448.01;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/nptn
N;Netsuite Inc;105.65;7890380764.45;n/a;2007;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/n
NSR;Neustar, Inc.;44.47;2784665017.79;n/a;2005;Consumer Services;Telecommunications Equipment;http://www.nasdaq.com/symbol/nsr
HYB;New America High Income Fund, Inc. (The);9.65;224383479.1;n/a;1988;n/a;n/a;http://www.nasdaq.com/symbol/hyb
GF;New Germany Fund, Inc. (The);19.07;306929170.9;n/a;1990;n/a;n/a;http://www.nasdaq.com/symbol/gf
IRL;New Ireland Fund, Inc. (The);13.17;66302020.74;n/a;1990;n/a;n/a;http://www.nasdaq.com/symbol/irl
NMFC;New Mountain Finance Corporation;15.01;677850414.21;n/a;2011;n/a;n/a;http://www.nasdaq.com/symbol/nmfc
EDU;New Oriental Education & Technology Group, Inc.;30.2;4732218807.4;n/a;2006;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/edu
NRZ;New Residential Investment Corp.;6.32;1600137283.28;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/nrz
NSLP;New Source Energy Partners L.P.;24.56;276049733.6;n/a;2013;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/nslp
NWY;New York & Company, Inc.;4.58;291722651.16;n/a;2004;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/nwy
NYCB;New York Community Bancorp, Inc.;16.72;7371321738;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/nycb
NYCB^U;New York Community Bancorp, Inc.;49.15;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nycb^u
NYT;New York Times Company (The);14.61;2188010196.96;n/a;n/a;Consumer Services;Newspapers/Magazines;http://www.nasdaq.com/symbol/nyt
NCT;Newcastle Investment Corporation;5.61;1971578400;n/a;2002;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/nct
NCT^B;Newcastle Investment Corporation;26;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nct^b
NCT^C;Newcastle Investment Corporation;25.02;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nct^c
NCT^D;Newcastle Investment Corporation;25.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nct^d
NWL;Newell Rubbermaid Inc.;30.97;8894584000;n/a;n/a;Consumer Non-Durables;Plastic Products;http://www.nasdaq.com/symbol/nwl
NFX;Newfield Exploration Company;24.62;3351350254.22;n/a;1993;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/nfx
NJR;NewJersey Resources Corporation;45.54;1913844913.2;n/a;n/a;Public Utilities;Oil/Gas Transmission;http://www.nasdaq.com/symbol/njr
NEU;NewMarket Corporation;313.24;4153689575.44;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/neu
NEM;Newmont Mining Corporation;24.66;12158837282.7;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/nem
NR;Newpark Resources, Inc.;11.44;999518691.6;n/a;n/a;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/nr
NHF;NexPoint Credit Stategies Fund;10.06;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nhf
NEE;NextEra Energy, Inc.;88.78;38235908541.68;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/nee
NEE^C;NextEra Energy, Inc.;24.77;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^c
NEE^F/CL;NextEra Energy, Inc.;25.53;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^f/cl
NEE^G;NextEra Energy, Inc.;21.9252;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^g
NEE^H;NextEra Energy, Inc.;21.35;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^h
NEE^I;NextEra Energy, Inc.;19.9;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^i
NEE^J;NextEra Energy, Inc.;19.15;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^j
NEE^O;NextEra Energy, Inc.;58.26;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^o
NEE^P;NextEra Energy, Inc.;51.71;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/nee^p
NGL;NGL ENERGY PARTNERS LP;35.17;2552289748.77;n/a;2011;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/ngl
NMK^B;Niagara Mohawk Holdings, Inc.;88.95;0;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/nmk^b
NMK^C;Niagara Mohawk Holdings, Inc.;89.5;0;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/nmk^c
NJ;Nidec Corporation (Nihon Densan Kabushiki Kaisha);27.61;14818905795.32;n/a;n/a;Consumer Durables;Metal Fabrications;http://www.nasdaq.com/symbol/nj
NLSN;Nielsen Holdings N.V.;42.49;16072973923.72;n/a;2011;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/nlsn
NKE;Nike, Inc.;72.71;64383572323.62;n/a;n/a;Consumer Non-Durables;Shoe Manufacturing;http://www.nasdaq.com/symbol/nke
NMBL;Nimble Storage, Inc.;47.94;3369242376;n/a;2013;Technology;Electronic Components;http://www.nasdaq.com/symbol/nmbl
NTT;Nippon Telegraph and Telephone Corporation;26.74;61063735357.52;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/ntt
NKA;Niska Gas Storage Partners LLC;15.51;541375960.62;n/a;2010;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/nka
NI;NiSource, Inc;34.18;10708417767.92;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/ni
NL;NL Industries, Inc.;11.09;539793373.56;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/nl
NED;Noah Education Holdings Ltd.;2.7;101553228.9;n/a;2007;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ned
NOAH;Noah Holdings Ltd.;14.42;791207778.76;n/a;2010;Finance;Investment Managers;http://www.nasdaq.com/symbol/noah
NE;Noble Corporation;32.25;8172385747.5;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/ne
NBL;Noble Energy Inc.;63.31;22745823324.64;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/nbl
NOK;Nokia Corporation;7;26214960394;n/a;1994;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/nok
NMR;Nomura Holdings Inc ADR;7.3;27057338463.3;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/nmr
NOR;Noranda Aluminum Holding Corporation;3.53;240123590.4;n/a;2010;Basic Industries;Aluminum;http://www.nasdaq.com/symbol/nor
NCFT;Norcraft Companies, Inc.;17.58;287468370.96;n/a;2013;Basic Industries;Forest Products;http://www.nasdaq.com/symbol/ncft
NAT;Nordic American Tankers Limited;11.24;845045691.24;n/a;n/a;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/nat
